packet,display_order,sample_id,caption_id,image_id,official_split,veracity,caption,relation_label,evidence_channel,annotator_confidence,notes
formal_seed43,71,415,46475,46475,scene_resnet_place,pristine,Thousands gather on the Mall for the Justice or Else rally,entailment,n/a,high,"A vast crowd on the National Mall is shown with the Washington Monument, a unique landmark that anchors the location. 'Thousands gather' is fully depicted, and the rally's name is an incidental extra detail."
formal_seed43,72,382,1058777,1058777,semantics_clip_text_image,pristine,Warren Mitchell in Till Death Us Do Part 1981,neutral,n/a,medium,"The image shows an elderly actor with a rosette doffing his hat by a pier. Identifying the named 1981 show would require recognising the work itself, which is not allowed, and a single actor alone does not pin down a production."
formal_seed43,73,430,227169,227169,semantics_clip_text_text,pristine,Masters of Sex is ideally cast anchored by fullbodied performances from Michael Sheen and Lizzy Caplan as William Masters and Virginia Johnson,entailment,n/a,medium,"Both named leads are in frame, a white-coated doctor and a woman in a 1950s office, and a cast pair together pins down the production still (compare sample 105). The staging is consistent with the show."
formal_seed43,74,363,1662822,1662822,semantics_clip_text_image,pristine,The Sussex hedge which briefly housed the stilllife by Cezanne,neutral,n/a,medium,"The image shows a generic roadside hedge with a parked car. The Cezanne story that identifies the hedge cannot be shown in a picture, and any photo of a hedge would fit equally well - the image is replaceable."
formal_seed43,75,405,142195,142195,scene_resnet_place,pristine,Workers prepare chickens at the AIA factory in San Martino near Verona Italy,entailment,n/a,medium,"Gloved workers are shown handling crated raw chickens in a factory, so the preparation scene is fully depicted. The factory's name and location are incidental extra details."
formal_seed43,76,459,758118,758118,scene_resnet_place,pristine,Trevithick Day Steam Fair Each year there s a steam fair and vintage vehicle festival in Central Park,entailment,n/a,medium,"A black traction engine with a number plate stands on fairground grass, so the steam-fair scene is depicted. The event and place names are incidental extra details."
formal_seed43,77,232,65584,906455,scene_resnet_place,falsified,Police escort a woman away from the scene as an operation takes place in the Molenbeek district of Brussels,contradiction,visible_conflict,medium,"British police in custodian helmets and forensic officers stand at a doorway; the UK police attire conflicts with an operation in the Molenbeek district of Brussels, and no woman is being escorted. Channel: the relation is contradiction, so the channel is visible conflict by definition."
formal_seed43,78,413,1023960,1023960,person_sbert_text_text,pristine,Bill Graham gestures from backstage at Tina Turner and Mick Jagger play Live Aid,entailment,n/a,medium,"Two performers are shown intertwined on stage, with a figure gesturing in the background. The interaction between the pair pins down the occasion, and the gesturing backstage figure's identity is taken as claimed."
formal_seed43,79,364,1674813,1674813,scene_resnet_place,pristine,Some Chinese nationals evacuated from Libya were taken to Greece,entailment,n/a,high,"Asian evacuees with luggage descend a ship's gangway while a Chinese-style officer directs them, and a readable Greek flag in the foreground confirms Greece."
formal_seed43,80,372,413274,413274,semantics_clip_text_image,pristine,Oklahoma City Thunder forward Mitch McGary and Phoenix Suns forward Marcus Morris dive for the ball during the first quarter,entailment,n/a,high,"A white jersey readably marked 'McGARY 33' is on the floor scrambling with a grey-kitted opponent for the ball. The dive for the ball is depicted, and the name is confirmed by readable text."
formal_seed43,81,378,1547586,1547586,semantics_clip_text_image,pristine,France represented by Francois Hollande has been a strong advocate of recognising the killings as genocide,neutral,n/a,medium,"The image shows a suited man with an honor guard. An advocacy stance cannot be verified from the image alone, and nothing readable ties the scene to France or Hollande; a similar scene with someone else would fit just as well, so the relation label is neutral."
formal_seed43,82,304,864213,1485796,person_sbert_text_text,falsified,Bourne again Apparently not Paul Greengrass,neutral,event_provenance,medium,"Three people are shown at an event. The named director's identity is taken as claimed, but there is no readable detail or distinctive interaction to pin the occasion - any party photo would fit - so the relation label is neutral. Channel: same person (Greengrass) and same franchise, but a different occasion and article."
formal_seed43,83,209,509225,927378,semantics_clip_text_text,falsified,Ecca Vandal is Gasometer resident performer throughout the month of March,neutral,external_knowledge,medium,"The caption is about a resident performer, but the image shows a floral dog sculpture; the performer is simply absent, and absence is not a visible conflict, so the relation label is neutral. Channel: a different entity is depicted (a Koons topiary sculpture) than the claimed performer."
formal_seed43,84,211,193428,1489444,scene_resnet_place,falsified,The identities of the attackers were not released by police Israeli media citing security officials said the assailants were cousins from a Palestinian village near Hebron in the West Bank,neutral,event_provenance,high,"The caption is a report-style claim about identities and police statements, which cannot be depicted; the street scene with an armored vehicle is consistent but carries no anchor, so the relation label is neutral. Channel: a Middle East street or conflict scene from a different place, with Hebron claimed but Tripoli depicted."
formal_seed43,85,254,910850,261210,person_sbert_text_text,falsified,Real Madrid s Cristiano Ronaldo the fastest man to 100 goals in La Liga scores his 101st his second against Real Sociedad,neutral,event_provenance,medium,"Borderline case: judging that the red shirt does not match Real Madrid would need knowledge of team kits, which is not allowed, and the claimed scoring action is not shown - the image is only a close-up with eyes closed - so the relation label is neutral. Channel: same person (Ronaldo), different match - a club game is claimed but the photo is from national-team play."
formal_seed43,86,278,43889,868171,scene_resnet_place,falsified,A bell at St Peter s Basilica rings as white smoke rises from the chimney on the roof of the Sistine Chapel at the Vatican,contradiction,visible_conflict,high,"The caption describes an outdoor rooftop scene - a basilica bell and white smoke rising from a chimney - but the image shows an interior spiral staircase. The scene types conflict. Channel: the relation is contradiction, so the channel is visible conflict by definition."
formal_seed43,87,371,132422,132422,scene_resnet_place,pristine,A Red Line train arrives at the Metro Center station last month in this file photo,neutral,n/a,medium,"Borderline case: a DC-style metro vault with an arriving train matches the described scene, but nothing confirms the station is Metro Center - any similar station would fit - so the relation label is neutral."
formal_seed43,88,248,858376,1520154,scene_resnet_place,falsified,Thousands of acres of parkland in London and landmarks including Trafalgar Square and Parliament Square should become smokefree zones a report has said,neutral,external_knowledge,medium,"The caption is a report of what a study said about London parks; the image, a portrait with a Facebook logo in sunglasses, is unrelated, but the caption asserts no scene of its own, so there is no positive conflict and the relation label is neutral. Channel: an unrelated subject is depicted (Facebook connectivity) rather than the claimed London parks report."
formal_seed43,89,218,372584,347383,person_sbert_text_text,falsified,Martin Shkreli is seen on a TV as he invokes his 5th amendment rights,contradiction,visible_conflict,high,"The caption says the subject is seen on a TV, but the image is a direct outdoor photo taken in a media scrum, a visible conflict of medium and scene. Channel: the relation is contradiction, so the channel is visible conflict by definition."
formal_seed43,90,491,1130644,1130644,semantics_clip_text_text,pristine,St Mary s lighthouse Whitley Bay,neutral,n/a,medium,"Borderline case: a generic white lighthouse on a tidal islet matches the type described, but nothing readable identifies it as St Mary's or Whitley Bay. Another lighthouse would fit just as well, so the relation label is neutral."
formal_seed43,91,210,845577,1246142,semantics_clip_text_text,falsified,Rick Santorum who has compared gay marriage to bestiality at the Republican national convention,contradiction,visible_conflict,high,"The caption claims a named man at the Republican convention, but the image shows a herd of donkeys, a visible conflict in the type of object and scene. Channel: the relation is contradiction, so the channel is visible conflict by definition."
formal_seed43,92,490,1260107,1260107,semantics_clip_text_image,pristine,Diego Garcia the largest island in the Chagos archipelago Conservationists have argued that people are an obstacle to the preservation of the purity of the islands and coral reefs,neutral,n/a,medium,"The aerial view of an atoll matches the type of island described, but the identity of Diego Garcia is not readable from the image, since recognising an atoll by its shape is specialist knowledge. Another atoll would fit just as well, so the relation label is neutral."
formal_seed43,93,279,389675,173476,scene_resnet_place,falsified,Louisville Ky is the fifth worst US city for allergies according to a new ranking,neutral,event_provenance,high,"The claim about a city ranking cannot be shown in a picture. The blossom tree is a generic allergy illustration with nothing tying it to Louisville, so the relation label is neutral. Channel: blossom and allergy imagery from a different city - Louisville is claimed but the photo is from Washington."
formal_seed43,94,246,148699,1504417,person_sbert_text_text,falsified,British Home Secretary Theresa May speaks in the House of Commons on Wednesday in support of proposals seeking new Web surveillance powers,contradiction,visible_conflict,medium,"The caption places the speech inside the House of Commons chamber, but the image is outdoors by a car, a conflict of scene and location rather than a mere absence of the action (compare pilot sample 336). Channel: the relation is contradiction, so the channel is visible conflict by definition."
formal_seed43,95,452,1188964,1188964,person_sbert_text_text,pristine,Ian Brown and Reni of the Stone Roses headline the Virgin Media Stage on day 1 of the V Festival at Hylands Park in Chelmsford,entailment,n/a,medium,"The two named band members' identities are taken as claimed, and both are depicted performing on stage. A pair performing together pins down the act; the venue and day details cannot be verified from the image alone and are not held against it, so the relation label is entailment."
formal_seed43,96,220,1160328,1020241,person_sbert_text_text,falsified,Fox chase Greg Tassell Abigail Kelly and Martha Jones go wild,entailment,external_knowledge,medium,"Three named performers appear in a theatrical costume still, and a fox-tail costume matches the title; a cast of several named performers is enough to identify the production, so the relation label is entailment. Channel: a different production and different performers are depicted (a Cunning Little Vixen rehearsal)."
formal_seed43,97,275,612091,565744,semantics_clip_text_image,falsified,An oil painting of a female guerilla by Yang Yifei at the Hubei Museum of Art,neutral,external_knowledge,medium,"Borderline case: an artwork is depicted, but its subject - a child at a window with no military markers - neither confirms nor clearly contradicts the claimed 'female guerilla'. Absence of the claimed subject is not a conflict, so the relation label is neutral. Channel: the artwork and artist are misattributed - a different drawing by a different artist is depicted."
formal_seed43,98,344,472992,978188,semantics_clip_text_image,falsified,Richard Desmond wants to move Northern and Shell and West Ferry printers from London s Docklands,neutral,external_knowledge,medium,"The named executive's identity is taken as claimed, but the claim about wanting to move the companies cannot be shown in a picture, and the portrait with a 'studios 4-8' sign has nothing tying it to the subject or his companies, so the relation label is neutral. Channel: the person is substituted - Desmond is claimed, but the BBC director general is depicted."
formal_seed43,99,496,120009,120009,semantics_clip_text_text,pristine,A girl whose family fled its home in Idlib looks out of a tent at a camp for displaced Syrians in the village of Atmeh Syria,entailment,n/a,high,"A girl looking out of a tent at a camp for displaced people is fully depicted. The family backstory and the village name cannot be verified from the image alone and are not held against it, so the relation label is entailment."
formal_seed43,100,419,1117625,1117625,semantics_clip_text_image,pristine,Kyle Doherty s body was found in the Deansgate area of Manchester on New Year s Day after he had been celebrating with friends,neutral,n/a,high,"The caption reports a body being found, but the image is a generic street file photo. The event is not depicted, and there is no conflict either, so the relation label is neutral."
formal_seed43,101,268,1042144,844416,semantics_clip_text_image,falsified,Turn of the Screw Glyndebourne Opera 2011 Joanna Songi as Flora Miah Persson as The Governess Thomas Parfitt as MilesPhoto by Alastair Muir,entailment,external_knowledge,medium,"Three performers are named, and the image is a period-costume stage still with a third figure scattering confetti. Naming several cast members pins down a specific production, so the relation label is entailment; the photographer credit is metadata and is not checked. Channel: the work is misattributed - Turn of the Screw is claimed but a different production is depicted."
formal_seed43,102,203,1632852,1089261,semantics_clip_text_text,falsified,John Kerry met Xi Jinping and Foreign Minister Wang Yi,neutral,external_knowledge,medium,"Two leaders walking and talking is a repeatable scene of colleagues in conversation, and nothing readable anchors it to the named parties; a similar photo could be substituted, so the relation label is neutral. Channel: the politicians are substituted, with Kerry and Xi claimed but Cameron and Wen depicted."
formal_seed43,103,454,706349,706349,semantics_clip_text_text,pristine,Burberry s new collection on the catwalk at London fashion week,neutral,n/a,medium,"Borderline case: a catwalk show is fully depicted, but the Burberry claim has no readable branding anchor, and the rule of taking identity as claimed applies to people, not brands. Any label's show would fit just as well, so the relation label is neutral."
formal_seed43,104,292,815828,1637139,scene_resnet_place,falsified,New prospects the Hall of Mirrors at the Palace of Versailles restored in 2005,contradiction,visible_conflict,high,"The caption claims the Hall of Mirrors, a baroque mirrored gallery that is a unique landmark, but the image shows a Gothic cathedral nave with pews, a rose window and an organ. The scene types conflict. Channel: the relation is contradiction, so the channel is visible conflict by definition."
formal_seed43,105,474,1278446,1278446,semantics_clip_text_image,pristine,Democrat Chad Taylor left talks to his attorney Pedro Irigonegaray after arguments before the Kansas supreme court,neutral,n/a,medium,"Two named men are shown talking, identities taken as claimed, but two colleagues talking is a scene that could occur on many occasions. Nothing anchors the Kansas supreme court occasion, so the relation label is neutral."
formal_seed43,106,282,451649,857420,semantics_clip_text_text,falsified,Liverpool want their Serbia winger Lazar Markovic to return next summer after his loan period at Fenerbahce,neutral,external_knowledge,medium,"The report about a transfer wish cannot be shown in a picture. The red-kitted player being tackled carries no readable club detail to pin down the teams, so there is neither a conflict nor anything uniquely confirming, and the relation label is neutral. Channel: the player is substituted - Markovic is claimed but Falcao is depicted."
formal_seed43,107,217,63686,138930,semantics_clip_text_image,falsified,Kenneth Kaunda former president of Zambia speaks during the funeral ceremony,neutral,external_knowledge,medium,"A named man stands in a ceremony crowd, but 'speaks' is not depicted, as there is no podium or microphone, and the absence of an action is not a conflict (compare pilot sample 336), so the relation label is neutral. Channel: the politicians are substituted, with Kaunda claimed but Mugabe depicted."
formal_seed43,108,276,265165,269293,semantics_clip_text_text,falsified,A woman cries as she leaves flowers at the scene of a balcony collapse at an apartment building near UC Berkeley on June 16 2015 in Berkeley Calif,contradiction,visible_conflict,medium,"Borderline case: the caption claims a woman crying as she leaves flowers at a balcony collapse, but the image shows a man walking past a collapsed ground-level carport over a car. The structure types conflict (carport, not balcony) and the claimed woman is absent. Channel: the relation is contradiction, so the channel is visible conflict by definition."
formal_seed43,109,313,161132,542853,scene_resnet_place,falsified,Credit Suisse 2014 Global Wealth report https publicationscreditsuissecomtasksrenderfile fileID60931FDEA2D2F568B041B58C5EA591A4,neutral,external_knowledge,medium,"The caption is just a report citation line and asserts no visual content. The Greyhound bus image therefore has nothing to support or conflict with, so the relation label is neutral. Channel: an unrelated subject is depicted - a Greyhound bus logo rather than the claimed wealth report."
formal_seed43,110,267,751619,918532,semantics_clip_text_image,falsified,Natalie Rowe repeated her allegations about the chancellor George Osborne on LBC,entailment,external_knowledge,low,"Borderline case (compare samples 404 and 500): a person at a microphone before a readable LBC 97.3 banner confirms the venue; a radio appearance is a generic act and identity is taken as claimed (gender cannot be inferred from a name), so the relation label is entailment. Flagged for review. Channel: person substituted - Natalie Rowe claimed, Nick Clegg depicted at the same LBC venue."
formal_seed43,111,446,896684,896684,semantics_clip_text_image,pristine,Barbara Murray on set you can just make out the fictional street sign Miramount Passage behind her,entailment,n/a,low,"Borderline case: the named woman is on a period street set with a wall-mounted street sign behind her, matching the caption's description. The sign is not legible at thumbnail resolution, so 'Miramount Passage' should be verified at full resolution."
formal_seed43,112,317,570909,356478,scene_resnet_place,falsified,Site of proposed flatsoffices development Leeds Parish Church is to the left of the tree the existing Cantrell House to the right,contradiction,visible_conflict,medium,"The caption describes a development-site view with the parish church to the left of a tree and Cantrell House to the right, but the image shows an ivy-covered collegiate gateway arch. The described layout does not match the scene. Channel: the relation is contradiction, so the channel is visible conflict by definition."
formal_seed43,113,422,150193,150193,person_sbert_text_text,pristine,Democratic presidential candidate Hillary Rodham Clinton with Virginia Gov Terry McAuliffe at a June fundraiser in Fairfax,neutral,n/a,medium,"Borderline case: the two named politicians are shown together, identities taken as claimed, but two colleagues standing together at an event is a scene that could occur on many occasions. Nothing anchors the June fundraiser in Fairfax, so the relation label is neutral."
formal_seed43,114,469,343692,343692,scene_resnet_place,pristine,A bat flies over the court during the second half between Marquette and Providence,entailment,n/a,medium,A bat or winged creature on a basketball court with cheerleaders is an occurrence distinctive enough in itself to pin down the occasion. The team names and which half it was cannot be verified from the image alone; whether it 'flies' rather than perches is a finer level of detail than a single image can settle.
formal_seed43,115,237,639993,1580013,semantics_clip_text_image,falsified,Luka Modric spent his early childhood in possibly the most remote place in Croatia a tiny village called Modrici,neutral,event_provenance,high,"The caption is a biographical claim about the footballer's childhood; the image is an illustrative village view with an unrelated woman, with no conflict and nothing anchoring it to Modrici, so the relation label is neutral. Channel: a Balkan village scene, but a different place and person."
formal_seed43,116,451,1512097,1512097,scene_resnet_place,pristine,Operation Trafalgar covers Soho Leicester Square Piccadilly and Covent Garden,neutral,n/a,medium,"The claim about a police operation has no content an image could show. The signpost with readable Soho and Leicester Square names is only illustration on the same topic, so there is nothing to entail, and the relation label is neutral."
formal_seed43,117,384,471038,471038,scene_resnet_place,pristine,A South African giraffe practices its footwork at Vutomi Dam in Kruger National Park South Africa Giraffes are prone to broken limbs caused by slipping on wet surfaces,entailment,n/a,high,"A giraffe splaying its legs in the savanna matches the caption's 'practices its footwork'. The location details cannot be verified from the image alone and are not held against it; the general scene is fully depicted, so the relation label is entailment."
formal_seed43,118,470,362068,362068,semantics_clip_text_image,pristine,A woman holds a religious icon as she and other proRussian activists take part in a rally in the eastern Ukrainian city of Donetsk,entailment,n/a,high,"A woman holding a religious icon at a rally is shown, and readable Russian flags bearing 'POCCNR' (Rossiya) text anchor the pro-Russian claim. The city name cannot be verified from the image alone and is not held against it, so the relation label is entailment."
formal_seed43,119,272,394131,368950,person_sbert_text_text,falsified,Donald Trump walks into Quicken Loans Arena site of the Republican National Convention on July 20 2016,neutral,event_provenance,medium,"The man's identity is taken as claimed as he arrives amid security, but nothing ties the scene to Quicken Loans Arena or the convention - a street with SUVs is generic. A specific occasion with no confirming detail (compare sample 500) means the relation label is neutral. Channel: same person (Trump), different occasion - convention arrival claimed, polling station shown."
formal_seed43,120,284,1026040,1045487,scene_resnet_place,falsified,The Tories are in need of a boost following a poll that suggests Labour are four points ahead in the general election race,neutral,external_knowledge,high,"The claim about poll standings cannot be shown in a picture. The unnamed speaker against a blue backdrop is a generic illustration and nothing conflicts, so the relation label is neutral. Channel: an unrelated subject is depicted - an education-website launch rather than the claimed polling story."
formal_seed43,121,439,943656,943656,semantics_clip_text_image,pristine,It s a MISS for Viola Davis Not a disaster but the Dianaweddingdress shape just doesn t feel fresh in the twentyteens,neutral,n/a,medium,"Borderline case: the named actress in an off-shoulder ball gown has her identity taken as claimed, and the gown's shape matches the critique. But no anchor, interaction, or distinctive act ties the image to this claim, and any celebrity in a gown would fit just as well, so the relation label is neutral."
formal_seed43,122,280,1204170,736504,semantics_clip_text_text,falsified,Delon Armitage and Jonny Wilkinson of Toulon with the Heineken Cup the cause of a dispute,contradiction,visible_conflict,high,"The caption claims two Toulon players with the Heineken Cup, but the image shows players in white kits with a red rose crest holding a flat shield trophy with readable '...Shield' banner text. Both the trophy name and the kits conflict with the claim. Channel: the relation is contradiction, so the channel is visible conflict by definition."
formal_seed43,123,242,239355,1655302,semantics_clip_text_image,falsified,Britain s Queen Elizabeth II and her husband Prince Philip attend the Braemar Gathering in Scotland this month They are third cousins,contradiction,visible_conflict,medium,"The caption claims the royal couple attending the Braemar Gathering, an outdoor highland games event; the image shows a church doorway with wedding flowers and kilted guests entering, and the claimed couple is absent, a conflict of event and scene type. Channel: the relation is contradiction, so the channel is visible conflict by definition."
formal_seed43,124,205,1078940,974336,scene_resnet_place,falsified,Tourists react to the sound of a gunshot in Singamata resort Malaysia during the raid by suspected Philippine insurgents,neutral,event_provenance,low,"Borderline case: people in a tropical setting cover their heads with cloths while on phones, but the claimed action of reacting to a gunshot is not evident (the face-covering looks calm, with no ducking), and there is no readable conflict, so the relation label is neutral. Channel: distressed people covering their faces at a different event and place (the Malaysia raid claimed, Sri Lankan asylum seekers depicted)."
formal_seed43,125,355,1237448,1237448,scene_resnet_place,pristine,A report has found no credible explanation for the sharp increase in the price of the G4S contract to provide Olympic venue guards,entailment,n/a,medium,"The report's finding cannot be shown in a picture and is exempt. The caption's showable subject - G4S security guards - is confirmed by readable 'G4S' and 'SECURITY' text on a jacket, which anchors the named organisation, so the relation label is entailment (compare sample 451, where the operation itself had nothing showable)."
formal_seed43,126,374,138896,138896,person_sbert_text_text,pristine,Hillary Clinton participating in a discussion on her book Hard Choices A Memoir at George Washington University in Washington in June,neutral,n/a,medium,"The named woman's identity is taken as claimed, but the close-up portrait has nothing tying it to the book discussion or venue. A portrait like this could come from many occasions, so the relation label is neutral."
formal_seed43,127,362,1166219,1166219,person_sbert_text_text,pristine,Boris Johnson meets volunteer staff at London Bridge station on the first day of a fresh 48hour RMT strike,entailment,n/a,medium,"Borderline case: the named man is greeting volunteer staff in high-visibility vests inside a station concourse. The role attire and the setting cover everything in the caption that can be shown - a generic act supported by role clothing, as in sample 404; the station name and strike day are exempt, so the relation label is entailment."
formal_seed43,128,324,298261,1619192,scene_resnet_place,falsified,The Hunziker company drone glides in the air Monday June 1 2015 above one of their properties in Ames in this file image,contradiction,visible_conflict,high,"The caption claims a company drone, but the image shows a large manned military tiltrotor aircraft, with a cockpit, landing gear and twin prop-rotors. The type of object conflicts with the claim. Channel: the relation is contradiction, so the channel is visible conflict by definition."
formal_seed43,129,444,72374,72374,person_sbert_text_text,pristine,Hillary Clinton greets fans at a signing for her book Hard Choices at the Tattered Cover bookstore in Denver in 2014,entailment,n/a,medium,"A signing at a bookstore is depicted, with rows of identical books bearing the portrait of the woman shown; that product branding pins her to her own book signing. The store, city, and year cannot be verified from the image alone and are not held against it, so the relation label is entailment."
formal_seed43,130,291,724370,300193,semantics_clip_text_image,falsified,An early live shot from Jim Reid s collection with Douglas Hart centre,contradiction,visible_conflict,medium,"The caption claims an early live shot, but the image is a posed five-member group portrait on a street with no stage or instruments. A live performance and a posed street photo are conflicting scene types. Channel: the relation is contradiction, so the channel is visible conflict by definition."
formal_seed43,131,238,499069,738517,semantics_clip_text_text,falsified,A judge ruled that the Christian owners of Ashers bakery discriminated against Gareth Lee by refusing to make a cake with a slogan supporting samesex marriage,neutral,external_knowledge,medium,"The caption reports a court ruling and asserts no scene of its own; the image of two presenters on a studio sofa is unrelated illustration with no positive conflict, so the relation label is neutral. Channel: different entities are depicted (TV presenters) than the claimed bakery court case."
formal_seed43,132,290,336708,991611,semantics_clip_text_text,falsified,House Speaker John Boehner with Majority Leader Eric Cantor RVa speaks to reporters at the Capitol on Friday,neutral,external_knowledge,low,"Borderline case: a man speaks to reporters at microphones (act shown, identities taken as claimed), but nothing confirms the Capitol; the facade behind resembles the Supreme Court rather than the Capitol dome. A possible contradiction, but the landmark is too uncertain at this image size, so kept neutral. Channel: politician substituted - Boehner and Cantor claimed, Santorum depicted."
formal_seed43,133,226,403139,180316,person_sbert_text_text,falsified,Ted Cruz speaks to supporters during a campaign stop in Des Moines on Jan 31 2016,neutral,event_provenance,medium,"A named man stands head-bowed before flags, but 'speaks to supporters' is not depicted, as there is no microphone, podium, or audience, and the absence of an action is not a conflict (compare pilot sample 336), so the relation label is neutral. Channel: the same person (Cruz), but a different campaign occasion."
formal_seed43,134,421,360815,360815,scene_resnet_place,pristine,247 Wall St reviewed 359 middleskill occupations classified by the Labor Department,neutral,n/a,high,"The caption describes a review of occupations, which cannot be verified from the image alone. The computer-lab workers shown are generic illustration, and there is no conflict, so the relation label is neutral."
formal_seed43,135,489,1674559,1674559,scene_resnet_place,pristine,Ford s workers in Genk fear for the future as the carmaker outlines a plan to close its Belgian factory,neutral,n/a,medium,"Idle workers in overalls outside a building are consistent with the closure story, but Ford and Genk have no readable anchor, and the workers' fear cannot be verified from the image alone. Workers at any factory would fit just as well, so the relation label is neutral."
formal_seed43,136,487,270913,270913,scene_resnet_place,pristine,A security guard checks identification of a driver entering the Y12 nuclear weapons plant in Oak Ridge Tenn,entailment,n/a,medium,"The security checkpoint is fully shown: a booth, a stopped van, a guard at the driver's window, height-limit signage, and an industrial plant behind. That covers the claim's general subject; the facility's name cannot be verified from the image alone and is not held against it, so the relation label is entailment."
formal_seed43,137,350,101397,75832,scene_resnet_place,falsified,This Dec 3 2013 photo shows a woman in Washington DC reading a message indicating that a connection can not be established with the HealthCaregov insurance marketplace internet site,contradiction,visible_conflict,high,"The caption claims a woman reading a connection-error message, but the image shows a person cross-country skiing in the snow in front of the scaffolded Capitol - the action and scene both conflict. Channel: the relation is contradiction, so the channel is visible conflict by definition."
formal_seed43,138,396,1656114,1656114,scene_resnet_place,pristine,Fires were lit and a wing was damaged at HMP Stocken in Rutland,neutral,n/a,high,"The caption reports a fire and damage, but the image is a view through blinds of an intact, calm prison compound. The event is not depicted, and its absence is not a conflict, so the relation label is neutral."
formal_seed43,139,314,985391,1661684,semantics_clip_text_image,falsified,Australia s defence minister David Johnston said search teams had several days of intense action ahead of them,neutral,external_knowledge,medium,"Borderline case: the quoted statement is exempt from checking. A suited man and a saluting soldier before the Opera House confirm Australia but not the named minister, so a substitute could pass (compare sample 500) and the relation label is neutral. Channel: people substituted - the defence minister claimed; a royal visit with the NSW premier depicted."
formal_seed43,140,342,716972,995046,semantics_clip_text_text,falsified,Former New York City mayor Michael Bloomberg is to head a climate change taskforce,neutral,external_knowledge,medium,"The image is a close-up portrait. The named identity is taken as claimed, but the claim about a future role cannot be shown in a picture, and the portrait has no detail tying it to any occasion - it could be from anywhere - so the relation label is neutral. Channel: the person is substituted - Bloomberg is claimed but Blair is depicted."
formal_seed43,141,406,336286,336286,semantics_clip_text_image,pristine,Eva Mendes also led festivities with her Eva Mendes X New York Company See Now Buy Now show on Sept 6,neutral,n/a,medium,"A named woman posing against event decor is shown, her identity taken as claimed. But leading her fashion show is not depicted, as there is no runway or audience, and there is no brand anchor, so the relation label is neutral."
formal_seed43,142,497,764548,764548,scene_resnet_place,pristine,A train passes through Ashford in Kent on the HS1 channel tunnel rail link,entailment,n/a,medium,"A high-speed train passing through countryside fully depicts the caption's general subject. The Ashford and HS1 location details cannot be verified from the image alone and are not held against it, so the relation label is entailment."
formal_seed43,143,457,1055907,1055907,person_sbert_text_text,pristine,Roy Keane is lectured by the referee during the Republic of Ireland s Euro 2016 qualifier with Scotland,entailment,n/a,medium,"The referee wagging a finger at the named man is a two-party confrontation distinctive enough to pin down the occasion. The qualifier and opponent details cannot be verified from the image alone and are not held against it, so the relation label is entailment."
formal_seed43,144,298,252471,328206,semantics_clip_text_text,falsified,May 5 Montreal Canadiens right wing Brandon Prust was fined 5000 for publicly criticizing referee Brad Watson after a Game 2 loss Hockey operations handed down the fine,contradiction,visible_conflict,high,"The caption claims a Montreal Canadiens player, but the jersey readably says VANCOUVER and carries the orca crest - the readable kit text conflicts with the claim. Channel: the relation is contradiction, so the channel is visible conflict by definition."
formal_seed43,145,361,429193,429193,semantics_clip_text_text,pristine,Maryland Terrapins guard Melo Trimble is defended by Michigan Wolverines guard MuhammadAli AbdurRahkman,entailment,n/a,high,"The readable 'MARYLAND' jersey text and a defender in navy and maize with his name on his back anchor both teams, and the defending action is depicted, so the relation label is entailment."
formal_seed43,146,420,1564101,1564101,scene_resnet_place,pristine,Some protesters have objected to the FBI s efforts but others are in favour of the iPhone being cracked,entailment,n/a,medium,"A protester's hand holds an iPhone showing a no-entry graphic in front of a glowing Apple logo. These readable anchors cover the protest content the claim can depict; the opinions themselves cannot be verified from the image alone and are not held against it, so the relation label is entailment."
formal_seed43,147,215,875615,1157022,semantics_clip_text_image,falsified,In a state of perpetual amusement James Wong in Grow Your Own Drugs for Christmas,neutral,external_knowledge,medium,"Under the rule for a single named person with a named work, the man on stage is accepted as the named person by default, but nothing anchors the named show, and a theatrical scene is not readably in conflict with a TV show, so the relation label is neutral. Channel: the work and performer are substituted, with a different production and actor depicted."
formal_seed43,148,245,121605,236423,scene_resnet_place,falsified,Security guards break up a fight between shoppers waiting in line just as the doors open for Black Friday shopping at Target in Bowling Green Ky,neutral,event_provenance,medium,"Borderline case: a restraint or hug amid a street crowd with cameras is shown, but no guards' uniforms, store entrance, or queue are visible, so key elements of the claim are absent, and absence is not a conflict; with no store signage to contradict, the relation label is neutral. Channel: a crowd scene from a different event (a Black Friday queue claimed, a St Louis protest depicted)."
formal_seed43,149,448,192245,192245,semantics_clip_text_image,pristine,President Obama s aunt Zeituni Onyango whose status as an illegal immigrant was revealed days before Obama was elected in 2008 died April 8 She was 61 READ Zeituni Onyango,neutral,n/a,medium,"This is a portrait of an older woman in red. The kinship, death, and age details cannot be verified from the image alone and are not held against it; her identity is taken as claimed but there is no anchor, and a portrait like this could be of many people, so the relation label is neutral."
formal_seed43,150,221,670487,197499,semantics_clip_text_image,falsified,North Korean prime minister Kim Yongil pictured in Seoul in 2007 apologised for causing pain among the people,neutral,external_knowledge,medium,"Borderline case: the apparent mismatch between the person's appearance and the Korean name cannot be used, since inferences from appearance or ethnicity are barred in both directions; the apology quote is exempt from checking, and the portrait carries no anchor, so the relation label is neutral. Channel: the person is substituted, with the North Korean PM claimed but a different individual depicted."
